Date,Store ID,Product ID,Actual Demand,Predicted Demand,Prediction_Error
2023-08-15,S001,P0009,97,89.02595425864445,7.974045741355553
2023-08-15,S001,P0020,139,192.5631272587746,-53.563127258774614
2023-08-15,S003,P0013,42,55.93106956151837,-13.93106956151837
2023-08-15,S003,P0012,105,73.72086130582318,31.279138694176822
2023-08-15,S002,P0010,135,167.0100834454626,-32.01008344546261
2023-08-15,S005,P0014,251,244.42959398569917,6.570406014300829
2023-08-15,S003,P0017,52,43.09825125966495,8.901748740335051
2023-08-15,S002,P0006,141,106.63080194334913,34.36919805665087
2023-08-15,S002,P0001,63,159.43338447470967,-96.43338447470967
2023-08-15,S005,P0016,276,229.38216629174872,46.61783370825128
2023-08-15,S005,P0013,31,196.42519801118573,-165.42519801118573
2023-08-15,S005,P0007,66,112.87796153493315,-46.87796153493315
2023-08-15,S005,P0006,80,59.88106074519641,20.118939254803593
2023-08-15,S001,P0012,188,181.10797686689,6.892023133110001
2023-08-15,S004,P0002,13,237.97777364593384,-224.97777364593384
2023-08-15,S003,P0018,405,204.4150216082856,200.5849783917144
2023-08-15,S003,P0019,50,44.768233654719836,5.231766345280164
2023-08-15,S005,P0010,87,125.71691940990712,-38.71691940990712
2023-08-15,S003,P0007,66,154.18375665288255,-88.18375665288255
2023-08-15,S004,P0011,161,145.67724041542812,15.322759584571884
2023-08-15,S005,P0011,157,127.54970002747547,29.450299972524533
2023-08-15,S001,P0010,40,68.72306273306344,-28.723062733063443
2023-08-15,S002,P0020,4,75.30418934836433,-71.30418934836433
2023-08-15,S001,P0017,23,44.48051244737587,-21.480512447375872
2023-08-15,S002,P0004,350,211.57719966095232,138.42280033904768
2023-08-15,S002,P0019,92,63.27009693000849,28.729903069991508
2023-08-15,S004,P0019,255,191.2342505772914,63.76574942270861
2023-08-15,S004,P0006,132,131.62092782541725,0.37907217458274545
2023-08-15,S004,P0008,201,221.77980336924077,-20.779803369240767
2023-08-16,S004,P0019,91,110.39335401328549,-19.39335401328549
2023-08-16,S003,P0008,64,148.71574109044582,-84.71574109044582
2023-08-16,S002,P0001,105,60.35953288496597,44.64046711503403
2023-08-16,S004,P0017,336,221.9371653159036,114.0628346840964
2023-08-16,S001,P0002,55,206.42613946351474,-151.42613946351474
2023-08-16,S001,P0005,124,104.07776294096521,19.922237059034785
2023-08-16,S002,P0018,35,30.04433211264842,4.955667887351581
2023-08-16,S002,P0019,351,178.26243932661396,172.73756067338604
2023-08-16,S005,P0014,29,90.24087967886982,-61.24087967886982
2023-08-16,S002,P0017,295,168.61803569871654,126.38196430128346
2023-08-16,S002,P0012,39,178.69031558286486,-139.69031558286486
2023-08-16,S002,P0007,70,110.76313861096622,-40.76313861096622
2023-08-16,S004,P0002,221,142.60467728991853,78.39532271008147
2023-08-16,S005,P0011,56,248.966597455991,-192.966597455991
2023-08-16,S004,P0005,1,112.797484806542,-111.797484806542
2023-08-16,S005,P0013,6,127.81843871274037,-121.81843871274037
2023-08-16,S001,P0018,120,249.77908467564595,-129.77908467564595
2023-08-16,S004,P0001,4,71.25104020107051,-67.25104020107051
2023-08-16,S003,P0006,106,88.84360969631967,17.156390303680325
2023-08-16,S003,P0017,99,242.00060837662937,-143.00060837662937
2023-08-16,S004,P0014,96,70.39735759363737,25.602642406362634
2023-08-16,S003,P0019,225,121.02507909857258,103.97492090142742
2023-08-16,S003,P0018,3,194.2344109780202,-191.2344109780202
2023-08-16,S005,P0008,127,91.81552146715853,35.18447853284147
2023-08-16,S002,P0013,75,39.56101160392859,35.43898839607141
2023-08-16,S002,P0020,55,198.76549532243604,-143.76549532243604
2023-08-16,S003,P0020,119,148.47886625886088,-29.478866258860876
2023-08-16,S005,P0010,64,204.8758133545267,-140.8758133545267
2023-08-16,S004,P0008,63,140.37200287620612,-77.37200287620612
2023-08-16,S003,P0004,20,55.87416292232041,-35.87416292232041
2023-08-16,S001,P0017,32,138.0266368331479,-106.0266368331479
2023-08-16,S002,P0009,8,62.58380531706814,-54.58380531706814
2023-08-16,S005,P0006,100,142.59575534510452,-42.59575534510452
2023-08-16,S002,P0016,292,239.35889528965396,52.64110471034604
2023-08-16,S005,P0017,99,118.57192780698301,-19.571927806983012
2023-08-16,S003,P0016,174,99.33091229453782,74.66908770546218
2023-08-16,S003,P0014,11,241.47440396776813,-230.47440396776813
2023-08-16,S005,P0007,243,162.2837432076451,80.7162567923549
2023-08-16,S003,P0001,159,84.90074913874292,74.09925086125708
2023-08-16,S004,P0018,347,218.7091351217415,128.2908648782585
2023-08-16,S004,P0020,169,109.00543665333169,59.994563346668315
2023-08-16,S004,P0004,407,229.40165545907257,177.59834454092743
2023-08-16,S001,P0004,97,83.27497724337229,13.725022756627709
2023-08-16,S005,P0012,269,153.62342962095272,115.37657037904728
2023-08-16,S004,P0016,28,112.70068268010948,-84.70068268010948
2023-08-16,S002,P0014,280,170.4587525782884,109.5412474217116
2023-08-16,S003,P0012,332,242.90668149021315,89.09331850978685
2023-08-16,S002,P0010,138,104.04840101154917,33.951598988450826
2023-08-16,S001,P0016,46,26.29687789710374,19.70312210289626
2023-08-16,S004,P0003,62,75.69655068431626,-13.696550684316264
2023-08-16,S002,P0003,1,144.49655778990086,-143.49655778990086
2023-08-16,S001,P0020,36,93.38291449738045,-57.382914497380455
2023-08-16,S001,P0001,50,34.17477626573708,15.82522373426292
2023-08-16,S002,P0011,11,105.86417095753308,-94.86417095753308
2023-08-16,S001,P0014,254,154.34140473541305,99.65859526458695
2023-08-16,S004,P0006,318,239.05389248202266,78.94610751797734
2023-08-16,S001,P0006,19,83.42258634145566,-64.42258634145566
2023-08-16,S005,P0001,71,57.35809557495901,13.641904425040991
2023-08-16,S001,P0013,102,88.05056280598711,13.949437194012887
2023-08-16,S005,P0002,207,233.31149728980762,-26.31149728980762
2023-08-16,S005,P0005,148,75.20935694108698,72.79064305891302
2023-08-16,S001,P0009,419,228.40451733964733,190.59548266035267
2023-08-16,S003,P0011,207,130.25109626641762,76.74890373358238
2023-08-16,S003,P0015,146,79.75781243475546,66.24218756524454
2023-08-16,S003,P0013,80,64.1905400253911,15.809459974608899
2023-08-16,S001,P0019,107,95.37047409802688,11.629525901973125
2023-08-16,S003,P0009,400,237.8565984249243,162.1434015750757
2023-08-16,S001,P0007,71,112.32979931207126,-41.32979931207126
2023-08-16,S004,P0012,126,72.18363538608543,53.81636461391457
2023-08-16,S004,P0010,55,156.6818038920036,-101.68180389200359
2023-08-16,S002,P0008,181,181.83183537925999,-0.8318353792599851
2023-08-16,S002,P0002,21,68.83740529718926,-47.837405297189264
2023-08-16,S005,P0020,225,243.26575823528725,-18.26575823528725
2023-08-16,S003,P0007,151,138.12007039525844,12.879929604741562
2023-08-16,S004,P0011,90,86.2770729167878,3.7229270832121983
2023-08-16,S001,P0015,86,49.68064313930489,36.31935686069511
2023-08-16,S005,P0015,272,161.90801962806626,110.09198037193374
2023-08-16,S002,P0006,96,103.42275142192466,-7.422751421924659
2023-08-16,S001,P0010,52,105.94722889490339,-53.94722889490339
2023-08-16,S001,P0003,318,233.48723465537097,84.51276534462903
2023-08-16,S004,P0009,83,103.61571443597023,-20.615714435970233
2023-08-16,S002,P0004,89,149.92597245542936,-60.92597245542936
2023-08-16,S001,P0011,25,32.17683887079562,-7.1768388707956206
2023-08-16,S002,P0015,5,45.260884959082034,-40.260884959082034
2023-08-16,S005,P0016,84,94.17784707586259,-10.177847075862587
2023-08-16,S005,P0004,42,65.51682687141687,-23.516826871416868
2023-08-16,S003,P0003,167,207.65753634301655,-40.657536343016545
2023-08-16,S004,P0007,1,151.7633390390473,-150.7633390390473
2023-08-16,S001,P0008,10,231.20623092489865,-221.20623092489865
2023-08-16,S001,P0012,3,70.9112633851696,-67.9112633851696
2023-08-16,S002,P0005,109,158.74568494692465,-49.745684946924655
2023-08-16,S005,P0003,163,239.48018852802028,-76.48018852802028
2023-08-16,S005,P0019,232,144.99495383843185,87.00504616156815
2023-08-16,S003,P0002,483,247.10797033076,235.89202966924
2023-08-16,S003,P0005,104,138.43855047738862,-34.43855047738862
2023-08-16,S005,P0009,30,207.78515190002184,-177.78515190002184
2023-08-16,S003,P0010,31,70.75630846318961,-39.75630846318961
2023-08-16,S004,P0013,92,102.94694868706591,-10.946948687065913
2023-08-16,S004,P0015,72,37.55219956685562,34.44780043314438
2023-08-17,S001,P0012,13,63.75683255795707,-50.75683255795707
2023-08-17,S005,P0006,1,111.92611782925178,-110.92611782925178
2023-08-17,S002,P0015,34,32.6031996607029,1.3968003392971013
2023-08-17,S001,P0003,285,187.25446256442785,97.74553743557215
2023-08-17,S003,P0020,160,111.32058299266146,48.67941700733854
2023-08-17,S001,P0017,322,235.59612322691862,86.40387677308138
2023-08-17,S002,P0016,0,63.96581561343157,-63.96581561343157
2023-08-17,S004,P0009,51,63.675522110238376,-12.675522110238376
2023-08-17,S001,P0008,42,191.50632528156524,-149.50632528156524
2023-08-17,S005,P0014,24,29.34504588256908,-5.345045882569082
2023-08-17,S005,P0010,262,179.8863413189602,82.1136586810398
2023-08-17,S005,P0016,52,157.695186162938,-105.695186162938
2023-08-17,S002,P0011,300,191.74196288984461,108.25803711015539
2023-08-17,S004,P0007,38,68.36843867945998,-30.368438679459985
2023-08-17,S003,P0019,253,180.2028299862872,72.79717001371279
2023-08-17,S005,P0020,146,90.42008261796184,55.57991738203816
2023-08-17,S003,P0008,76,154.98886260997887,-78.98886260997887
2023-08-17,S005,P0015,74,76.06427022355524,-2.0642702235552406
2023-08-17,S001,P0011,37,69.25937915033654,-32.25937915033654
2023-08-17,S001,P0020,160,164.18294549760884,-4.182945497608841
2023-08-17,S002,P0020,51,102.75388606947268,-51.753886069472685
2023-08-17,S001,P0001,225,122.52141673776384,102.47858326223616
2023-08-17,S005,P0019,38,59.59345851415668,-21.59345851415668
2023-08-17,S001,P0010,300,217.82408447215772,82.17591552784228
2023-08-17,S004,P0014,28,57.78241947966717,-29.78241947966717
2023-08-17,S005,P0004,52,42.212070861121845,9.787929138878155
2023-08-17,S005,P0011,183,190.79049612882108,-7.790496128821076
2023-08-17,S003,P0004,225,225.79321878727217,-0.793218787272167
2023-08-17,S003,P0016,9,182.82080485489837,-173.82080485489837
2023-08-17,S002,P0019,76,68.1611403257391,7.8388596742609025
2023-08-17,S005,P0009,64,87.00882810540548,-23.008828105405485
2023-08-17,S004,P0005,61,110.55526833143381,-49.55526833143381
2023-08-17,S001,P0013,75,90.75620130185894,-15.756201301858937
2023-08-17,S002,P0005,249,166.19743710867095,82.80256289132905
2023-08-17,S004,P0003,272,164.24125983336995,107.75874016663005
2023-08-17,S005,P0001,78,67.58173520562184,10.41826479437816
2023-08-17,S004,P0001,191,190.4813556892637,0.5186443107363061
2023-08-17,S005,P0002,358,182.52580808237292,175.47419191762708
2023-08-17,S003,P0017,109,247.42050323520533,-138.42050323520533
2023-08-17,S005,P0018,18,158.1801333592801,-140.1801333592801
2023-08-17,S004,P0019,87,59.69427617749426,27.30572382250574
2023-08-17,S004,P0006,202,245.9085109211685,-43.9085109211685
2023-08-17,S002,P0001,61,78.7563517809462,-17.756351780946204
2023-08-17,S003,P0003,91,119.26910793779786,-28.269107937797855
2023-08-17,S004,P0015,339,203.90847056404726,135.09152943595274
2023-08-17,S005,P0017,13,194.78723928183354,-181.78723928183354
2023-08-17,S002,P0008,36,241.08116759446335,-205.08116759446335
2023-08-17,S003,P0005,382,249.61114457476003,132.38885542523997
2023-08-17,S002,P0012,159,137.77764359561297,21.22235640438703
2023-08-17,S003,P0010,45,50.7163992301177,-5.716399230117702
2023-08-17,S003,P0001,42,33.764804983997806,8.235195016002194
2023-08-17,S004,P0018,316,174.55104570292968,141.44895429707032
2023-08-17,S004,P0004,30,169.45094730986517,-139.45094730986517
2023-08-17,S004,P0020,70,82.84410301906485,-12.844103019064846
2023-08-17,S001,P0007,178,189.25042227940372,-11.250422279403722
2023-08-17,S005,P0005,38,36.1541505927687,1.8458494072312988
2023-08-17,S001,P0019,183,217.81548157853848,-34.81548157853848
2023-08-17,S001,P0002,11,216.9757610466902,-205.9757610466902
2023-08-17,S001,P0004,156,157.7698385122132,-1.769838512213198
2023-08-17,S004,P0012,109,155.41183670539613,-46.41183670539613
2023-08-17,S003,P0013,367,241.15997644844896,125.84002355155104
2023-08-17,S005,P0013,153,130.0430854209082,22.9569145790918
2023-08-17,S002,P0014,248,144.863530728922,103.136469271078
2023-08-17,S005,P0007,7,83.05717208339735,-76.05717208339735
2023-08-17,S003,P0006,53,193.90613193012626,-140.90613193012626
2023-08-17,S002,P0002,25,102.73470292787749,-77.73470292787749
2023-08-17,S004,P0016,2,42.19781501069576,-40.19781501069576
2023-08-17,S002,P0017,57,103.28397073664871,-46.28397073664871
2023-08-17,S001,P0006,107,140.86290913250303,-33.862909132503034
2023-08-17,S005,P0012,52,167.9515147247165,-115.9515147247165
2023-08-17,S003,P0009,158,86.46890006152688,71.53109993847312
2023-08-17,S002,P0009,70,105.3826987778956,-35.3826987778956
2023-08-17,S002,P0018,44,180.3007161022325,-136.3007161022325
2023-08-17,S003,P0002,50,100.78467823473477,-50.78467823473477
2023-08-17,S003,P0011,200,127.5038509140918,72.4961490859082
2023-08-17,S004,P0010,35,107.56454889779383,-72.56454889779383
2023-08-17,S001,P0014,134,155.64878248814438,-21.648782488144377
2023-08-17,S002,P0004,14,94.50342444649021,-80.50342444649021
2023-08-17,S001,P0018,157,100.06725809610697,56.93274190389303
2023-08-17,S001,P0005,27,24.270713656136593,2.729286343863407
2023-08-17,S002,P0006,97,233.60031650253518,-136.60031650253518
2023-08-17,S003,P0014,179,168.99812014628452,10.00187985371548
2023-08-17,S004,P0013,90,198.5802895629932,-108.58028956299319
2023-08-17,S004,P0011,261,202.09411543950915,58.90588456049085
2023-08-17,S004,P0008,304,234.68262872094215,69.31737127905785
2023-08-17,S002,P0003,375,187.68457651507845,187.31542348492155
2023-08-17,S004,P0017,24,27.128522967823642,-3.128522967823642
2023-08-17,S001,P0009,341,208.58934854146696,132.41065145853304
2023-08-17,S001,P0015,167,94.31289315043824,72.68710684956176
2023-08-17,S003,P0018,170,130.55239695254414,39.44760304745586
2023-08-17,S004,P0002,139,86.01625716849281,52.983742831507186
2023-08-17,S003,P0015,221,133.68492030243806,87.31507969756194
2023-08-17,S001,P0016,158,91.97544499236807,66.02455500763193
2023-08-17,S003,P0012,20,28.291541159386384,-8.291541159386384
2023-08-17,S003,P0007,63,207.99609843326596,-144.99609843326596
2023-08-17,S005,P0003,201,102.3006899949342,98.6993100050658
2023-08-17,S002,P0010,236,190.07089690667988,45.92910309332012
2023-08-17,S005,P0008,4,65.83910542381886,-61.839105423818864
2023-08-17,S002,P0013,65,165.83504528580403,-100.83504528580403
2023-08-17,S002,P0007,211,119.17773441722966,91.82226558277034
2023-08-18,S001,P0013,183,190.00785410340808,-7.007854103408079
2023-08-18,S002,P0011,108,92.37402789002738,15.625972109972622
2023-08-18,S002,P0017,226,156.9814434027183,69.0185565972817
2023-08-18,S003,P0012,38,231.43121772529048,-193.43121772529048
2023-08-18,S001,P0005,188,167.3151824681285,20.684817531871488
2023-08-18,S002,P0001,91,76.21925746315713,14.780742536842865
2023-08-18,S003,P0006,62,40.007050609798625,21.992949390201375
2023-08-18,S004,P0003,66,75.03786304793078,-9.037863047930784
2023-08-18,S004,P0006,240,137.03897726622716,102.96102273377284
2023-08-18,S005,P0017,2,116.09395279700794,-114.09395279700794
2023-08-18,S001,P0014,42,194.03437433789304,-152.03437433789304
2023-08-18,S003,P0011,34,84.1778571491621,-50.177857149162094
2023-08-18,S001,P0016,334,199.49512003312816,134.50487996687184
2023-08-18,S005,P0001,98,66.24366139515729,31.75633860484271
2023-08-18,S002,P0014,232,214.7637392164179,17.23626078358211
2023-08-18,S004,P0019,344,222.02036426617843,121.97963573382157
2023-08-18,S003,P0003,42,137.80589253687629,-95.80589253687629
2023-08-18,S004,P0015,12,47.162274209437896,-35.162274209437896
2023-08-18,S001,P0018,276,169.24069495108546,106.75930504891454
2023-08-18,S005,P0009,201,228.81810602291483,-27.818106022914833
2023-08-18,S001,P0020,69,42.847701246683755,26.152298753316245
2023-08-18,S005,P0019,108,148.50509771174995,-40.505097711749954
2023-08-18,S002,P0006,61,82.26369877759498,-21.263698777594982
2023-08-18,S003,P0008,169,85.69827908093714,83.30172091906286
2023-08-18,S004,P0017,288,179.78816571188446,108.21183428811554
2023-08-18,S001,P0008,203,235.85804510853052,-32.85804510853052
2023-08-18,S001,P0001,293,169.82943786251792,123.17056213748208
2023-08-18,S005,P0011,61,87.83296036168304,-26.832960361683035
2023-08-18,S005,P0003,106,178.67163063855276,-72.67163063855276
2023-08-18,S002,P0007,265,236.27298337930506,28.72701662069494
2023-08-18,S004,P0002,115,62.57243216679552,52.42756783320448
2023-08-18,S001,P0012,42,38.357825815728575,3.6421741842714255
2023-08-18,S005,P0007,282,147.49149170150935,134.50850829849065
2023-08-18,S002,P0019,76,150.92590662143198,-74.92590662143198
2023-08-18,S004,P0013,67,41.69625143799465,25.303748562005353
2023-08-18,S003,P0017,311,164.2688543094057,146.7311456905943
2023-08-18,S003,P0010,106,78.20983334417014,27.790166655829864
2023-08-18,S005,P0012,30,70.35288363821286,-40.35288363821286
2023-08-18,S001,P0002,70,37.20420735029063,32.79579264970937
2023-08-18,S002,P0018,184,233.14592906106947,-49.14592906106947
2023-08-18,S002,P0012,42,58.46330452462337,-16.463304524623368
2023-08-18,S003,P0005,0,217.3295258444045,-217.3295258444045
2023-08-18,S001,P0006,38,149.55161460760695,-111.55161460760695
2023-08-18,S002,P0005,319,249.99343229896488,69.00656770103512
2023-08-18,S004,P0005,23,190.84374240409363,-167.84374240409363
2023-08-18,S004,P0016,55,89.49991463741316,-34.499914637413156
2023-08-18,S004,P0001,23,95.75322632377419,-72.75322632377419
2023-08-18,S005,P0018,287,230.77289020358762,56.22710979641238
2023-08-18,S002,P0002,135,77.7503102272047,57.24968977279531
2023-08-18,S005,P0014,402,240.07124398469597,161.92875601530403
2023-08-18,S002,P0008,228,118.00363894701627,109.99636105298373
2023-08-18,S001,P0009,124,211.07594940227403,-87.07594940227403
2023-08-18,S004,P0014,232,118.47467800595786,113.52532199404214
2023-08-18,S001,P0004,1,52.387913077182645,-51.387913077182645
2023-08-18,S003,P0014,99,142.1864841877496,-43.18648418774961
2023-08-18,S003,P0009,32,74.78476820976653,-42.784768209766526
2023-08-18,S003,P0002,174,123.82856567820767,50.17143432179233
2023-08-18,S002,P0015,421,237.63812450279727,183.36187549720273
2023-08-18,S002,P0016,251,132.0978975832187,118.9021024167813
2023-08-18,S002,P0003,45,57.36308254049936,-12.363082540499363
2023-08-18,S002,P0004,339,205.37129567829777,133.62870432170223
2023-08-18,S005,P0005,3,52.55825212365784,-49.55825212365784
2023-08-18,S004,P0011,7,35.52727804731114,-28.527278047311142
2023-08-18,S001,P0003,112,213.42813174808492,-101.42813174808492
2023-08-18,S003,P0020,134,74.75564114946104,59.24435885053896
2023-08-18,S002,P0009,434,226.78290783673503,207.21709216326497
2023-08-18,S001,P0017,350,228.5830419130374,121.41695808696261
2023-08-18,S005,P0004,11,28.523633678190834,-17.523633678190834
2023-08-18,S005,P0013,37,211.05825590334257,-174.05825590334257
2023-08-18,S004,P0008,239,134.47652439274373,104.52347560725627
2023-08-18,S003,P0004,11,181.13262229288284,-170.13262229288284
2023-08-18,S001,P0015,318,217.3762806638764,100.6237193361236
2023-08-18,S001,P0010,326,190.20243910859085,135.79756089140915
2023-08-18,S005,P0010,18,41.68684351906728,-23.68684351906728
2023-08-18,S002,P0013,119,105.47110622722982,13.528893772770175
2023-08-18,S002,P0020,66,167.60691341441907,-101.60691341441907
2023-08-18,S005,P0008,360,236.0055297797963,123.99447022020371
2023-08-18,S005,P0015,41,112.58595876660485,-71.58595876660485
2023-08-18,S003,P0018,74,102.86602079701186,-28.866020797011856
2023-08-18,S003,P0007,273,211.63681104397955,61.36318895602045
2023-08-18,S001,P0011,121,95.25691216816591,25.74308783183409
2023-08-18,S004,P0007,8,65.16888251614284,-57.168882516142844
2023-08-18,S003,P0019,1,104.79293160780787,-103.79293160780787
2023-08-18,S005,P0016,97,134.49164744510517,-37.49164744510517
2023-08-18,S003,P0001,146,92.96651970431822,53.033480295681784
2023-08-18,S004,P0009,139,195.859106294765,-56.85910629476501
2023-08-18,S003,P0013,163,190.04895859890524,-27.048958598905244
2023-08-18,S003,P0016,87,188.50948871012497,-101.50948871012497
2023-08-18,S004,P0020,46,232.13516700227137,-186.13516700227137
2023-08-18,S002,P0010,63,63.75676919232467,-0.7567691923246684
2023-08-18,S004,P0012,165,84.10256780411856,80.89743219588144
2023-08-18,S003,P0015,28,78.02322668507088,-50.02322668507088
2023-08-18,S004,P0010,200,128.26182048177105,71.73817951822895
2023-08-18,S005,P0006,78,66.95483080619732,11.045169193802678
2023-08-18,S005,P0002,252,144.47520329140377,107.52479670859623
